,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dec-2021,3.13,"20,703,988",1.10,"14,801,512",0.48,"651,103",0.30,"5,075,401",0.31,"9,075,009",1.96,"5,516,604",0.07,"385,873",192.78,"12,966,991",191.50,"11,418,233",1.29,"1,548,758",56422.79,"4,076,395",0.65,36,1082.20,"14,987",0.00,0,4429.86,"396,411",1483.71,"113,132",3763.38,"2,724,980",45662.99,"826,848",1.12,16,1064.54,"91,163",19.59,611,-,-,937.92,"90,426",107.03,126,5611.80,"160,398",2112.59,"93,907",1093.48,"36,713",1019.10,"57,195",3499.21,"66,491",2202.51,"43,062",1296.71,"23,429",7008.04,"25,878",5659.18,"21,195",1348.86,"4,683",99.63,"1,893",1249.23,"2,790",660.33,"640,955",660.33,"640,955",0.00,0,70767.50,"4,994,790",70960.28,"17,961,781",70299.95,"17,320,825",49877.80,"1,433,961",3927.19,"254,443",45950.61,"1,179,518",3602.61,"8,611,529",848.36,"5,690,977",2754.25,"2,920,552",5923.80,"280,371",5.90,295,5889.14,"279,100",28.76,977,3.78,35,3.71,35,0.07,0,940.20,"25,208",940.20,"25,208",10066.90,-,689.49,-,9377.42,-,15111.90,-,12511.00,-,2600.90,-,2.45,-,2.15,-,0.30,-,7.27,-,54.98,-,46.47,-,1440.10,-
,Nov-2021,2.56,"17,364,382",0.97,"12,229,072",0.46,"617,831",0.26,"4,273,958",0.25,"7,337,283",1.53,"4,816,873",0.06,"318,437",172.14,"10,981,778",170.95,"9,589,985",1.19,"1,391,793",51880.87,"3,554,896",0.62,35,1119.16,"9,750",0.00,0,4120.29,"364,672",1382.00,"97,513",3394.00,"2,314,490",41864.80,"768,436",1.00,15,1039.13,"87,111",19.78,536,-,-,907.32,"86,417",112.03,158,5418.18,"156,326",2011.16,"89,217",1068.93,"37,499",942.23,"51,718",3407.02,"67,109",2112.05,"43,751",1294.97,"23,358",6107.05,"24,885",4870.19,"21,041",1236.87,"3,844",74.48,"1,287",1162.38,"2,557",577.00,"533,223",577.00,"533,223",0.00,0,65022.23,"4,356,441",65194.37,"15,338,219",64617.37,"14,804,996",45548.53,"1,324,008",3732.97,"239,989",41815.57,"1,084,018",3326.62,"7,017,995",790.01,"4,464,330",2536.61,"2,553,664",5687.57,"271,730",5.45,276,5653.68,"270,515",28.44,939,4.82,63,4.14,39,0.68,24,925.63,"25,112",925.63,"25,112",10015.90,-,675.83,-,9340.07,-,14832.43,-,12318.18,-,2514.26,-,2.42,-,2.13,-,0.29,-,6.93,-,52.92,-,45.41,-,1373.33,-
,Oct-2021,2.85,"16,600,978",1.04,"11,415,739",0.55,"745,937",0.25,"3,822,009",0.23,"6,847,793",1.73,"4,736,040",0.08,"449,200",184.11,"10,134,368",182.90,"8,956,918",1.22,"1,177,450",52919.52,"3,748,602",0.86,49,1192.91,"7,519",0.00,0,4306.71,"370,712",1660.26,"122,519",3574.46,"2,476,397",42184.32,"771,407",1.11,16,979.36,"85,776",21.49,560,-,-,865.69,"85,103",92.18,114,6008.76,"177,413",2155.81,"100,943",1075.23,"38,442",1080.58,"62,500",3852.95,"76,471",2302.56,"47,226",1550.39,"29,245",6130.90,"25,757",4888.97,"21,702",1241.93,"4,055",64.58,998,1177.35,"3,057",635.20,"582,604",635.20,"582,604",0.00,0,66673.75,"4,620,153",66857.86,"14,754,521",66222.66,"14,171,917",45884.20,"1,353,833",3761.40,"243,728",42122.80,"1,110,105",3698.37,"6,625,146",861.85,"3,969,765",2836.52,"2,655,382",6032.74,"289,887",5.64,286,5998.03,"288,605",29.07,997,5.34,64,4.44,39,0.90,25,946.33,"24,799",946.33,"24,799",9991.95,-,663.61,-,9328.34,-,14450.87,-,12025.10,-,2425.77,-,2.41,-,2.13,-,0.28,-,6.71,-,51.55,-,44.35,-,1285.05,-
,Sep-2021,3.21,"16,683,094",1.37,"11,404,584",0.90,"1,127,485",0.25,"3,885,956",0.22,"6,391,143",1.77,"4,826,170",0.07,"452,340",174.57,"11,069,631",173.33,"9,838,858",1.24,"1,230,773",45720.72,"3,495,969",0.98,57,781.62,"6,199",0.00,0,3848.84,"324,096",1171.57,"91,281",3359.54,"2,419,688",36558.17,"654,648",1.14,16,987.44,"84,660",19.39,440,-,-,878.31,"84,068",89.74,152,5337.50,"142,817",1847.21,"80,228",961.53,"31,743",885.68,"48,485",3490.29,"62,589",2053.00,"38,591",1437.29,"23,998",5292.53,"24,482",4242.67,"20,230",1049.86,"4,252",133.71,995,916.15,"3,257",624.10,"566,468",624.10,"566,468",0.00,0,57962.28,"4,314,396",58136.85,"15,384,027",57512.75,"14,817,559",39989.49,"1,178,882",3358.50,"218,049",36630.99,"960,832",3654.70,"6,835,253",844.23,"4,213,809",2810.47,"2,621,444",5540.66,"257,941",4.98,249,5508.82,"256,767",26.86,925,5.90,64,5.08,40,0.82,23,888.88,"22,793",888.88,"22,793",9844.09,-,650.25,-,9193.84,-,13979.08,-,11714.34,-,2264.74,-,2.41,-,2.13,-,0.28,-,6.50,-,49.77,-,43.74,-,1205.19,-
,Aug-2021,2.51,"15,362,952",0.96,"10,388,877",0.50,"730,532",0.24,"3,479,766",0.22,"6,178,579",1.48,"4,599,545",0.06,"374,530",166.52,"10,164,296",165.34,"8,940,380",1.18,"1,223,916",45370.66,"3,277,624",1.05,61,722.32,"10,305",0.00,0,3797.12,"320,203",2075.99,"98,119",3218.73,"2,209,818",35555.45,"639,117",1.14,17,1008.32,"85,436",21.99,462,-,-,876.81,"84,818",109.52,155,5493.00,"142,600",1904.71,"77,733",984.62,"32,969",920.08,"44,764",3588.29,"64,867",2119.63,"41,177",1468.66,"23,690",5259.90,"22,362",4227.08,"17,746",1032.82,"4,617",132.27,"1,110",900.54,"3,507",588.62,"533,903",588.62,"533,903",0.00,0,57720.50,"4,061,924",57887.02,"14,226,220",57298.40,"13,692,317",39029.40,"1,136,503",3244.29,"201,774",35785.12,"934,729",3569.54,"6,544,363",813.52,"4,087,354",2756.02,"2,457,008",5684.73,"262,881",5.02,248,5652.37,"261,683",27.35,949,6.52,64,5.50,42,1.02,22,1061.82,"26,830",1061.82,"26,830",9771.97,-,639.34,-,9132.63,-,13682.92,-,11510.97,-,2171.94,-,2.41,-,2.14,-,0.27,-,6.31,-,48.16,-,43.52,-,1142.06,-
,Jul-2021,2.68,"16,798,812",0.98,"11,096,031",0.50,"744,621",0.25,"3,802,644",0.24,"6,548,766",1.64,"5,290,626",0.07,"412,155",167.65,"10,741,314",166.43,"9,288,984",1.22,"1,452,331",41372.72,"3,215,234",1.03,61,1047.34,"7,981",0.00,0,3524.64,"311,310",1174.68,"85,697",3170.00,"2,204,303",32455.02,"605,883",1.08,16,986.32,"86,503",17.49,414,-,-,877.08,"85,980",91.75,109,5225.86,"135,972",1820.49,"74,885",900.27,"30,498",920.21,"44,387",3405.37,"61,087",1901.64,"36,764",1503.73,"24,324",4958.99,"20,587",4068.85,"16,624",890.14,"3,963",73.49,893,816.64,"3,070",596.11,"553,256",596.11,"553,256",0.00,0,53139.99,"4,011,553",53307.64,"14,752,867",52711.53,"14,199,611",36837.05,"1,137,233",3133.94,"210,685",33703.12,"926,547",3483.06,"6,820,724",827.98,"4,293,973",2655.07,"2,526,752",5374.82,"254,886",4.74,235,5344.70,"253,780",25.38,871,7.45,62,6.15,43,1.30,19,869.89,"22,973",869.89,"22,973",9690.43,-,634.14,-,9056.29,-,13176.84,-,11032.89,-,2143.95,-,2.40,-,2.13,-,0.27,-,6.11,-,46.08,-,42.51,-,1078.80,-
,Jun-2021,2.90,"17,144,527",1.01,"11,317,988",0.51,"774,292",0.27,"4,653,921",0.23,"5,889,775",1.82,"5,408,999",0.07,"417,541",154.14,"10,196,989",152.92,"8,887,546",1.22,"1,309,444",36684.40,"3,029,728",1.06,64,1148.34,"8,143",0.00,0,3038.45,"284,111",1498.12,"92,266",2923.27,"2,097,771",28075.16,"547,373",1.03,16,981.70,"86,759",17.66,417,-,-,878.73,"86,215",85.31,128,4493.75,"113,790",1547.01,"62,746",690.40,"23,977",856.61,"38,769",2946.74,"51,044",1505.09,"28,743",1441.65,"22,300",4585.92,"18,657",3906.02,"15,849",679.91,"2,808",50.54,667,629.36,"2,140",511.38,"477,430",511.38,"477,430",0.00,0,47257.15,"3,726,363",47411.29,"13,923,352",46899.91,"13,445,923",32127.11,"1,033,735",2829.58,"196,264",29297.53,"837,471",3063.00,"6,717,057",704.65,"4,355,719",2358.36,"2,361,338",4758.35,"229,638",4.31,219,4732.04,"228,681",22.00,738,7.87,59,7.03,44,0.84,15,856.89,"24,187",856.89,"24,187",9684.46,-,628.15,-,9056.31,-,12935.33,-,10848.95,-,2086.38,-,2.40,-,2.14,-,0.26,-,5.91,-,45.93,-,40.83,-,1026.76,-
,May-2021,2.08,"14,652,880",0.89,"9,966,087",0.47,"710,624",0.23,"4,280,973",0.19,"4,974,490",1.14,"4,424,858",0.05,"261,935",123.34,"8,366,599",122.28,"7,211,162",1.07,"1,155,437",33866.21,"2,707,637",0.95,59,1343.10,"16,261",0.00,0,2798.61,"266,289",1866.34,"116,463",2565.39,"1,819,459",25291.82,"489,106",1.01,16,936.41,"70,589",17.29,422,-,-,857.30,"70,069",61.82,98,3901.33,"95,239",1344.73,"52,014",509.46,"18,477",835.27,"33,537",2556.60,"43,225",1127.84,"22,195",1428.76,"21,030",3848.67,"21,414",3175.54,"14,442",673.13,"6,972",37.31,"1,392",635.82,"5,580",366.69,"341,794",366.69,"341,794",0.00,0,42919.31,"3,236,674",43042.65,"11,603,274",42675.96,"11,261,480",29734.31,"898,224",2528.93,"174,307",27205.39,"723,917",2608.64,"5,383,869",577.75,"3,376,531",2030.89,"2,007,337",4167.07,"202,858",3.65,187,4139.66,"201,978",23.76,694,20.81,122,18.08,102,2.73,19,824.37,"24,138",824.37,"24,138",9643.64,-,623.93,-,9019.71,-,12811.27,-,10742.52,-,2068.76,-,2.40,-,2.15,-,0.26,-,5.62,-,45.20,-,40.22,-,990.22,-
,Apr-2021,2.36,"15,138,384",0.83,"9,963,717",0.41,"739,674",0.21,"3,829,853",0.20,"5,394,189",1.49,"4,913,256",0.05,"261,411",151.52,"8,802,868",150.19,"7,555,042",1.33,"1,247,825",34506.22,"2,946,342",0.94,61,972.73,"5,383",0.00,0,3229.68,"299,542",1029.55,"101,457",2862.71,"2,046,235",26410.61,"493,664",0.96,15,921.28,"75,501",13.88,377,-,-,814.04,"74,985",93.36,139,4788.55,"115,232",1575.32,"59,049",782.31,"26,314",793.00,"32,735",3213.23,"56,183",1794.37,"35,621",1418.86,"20,562",4761.96,"22,059",3958.67,"14,250",803.29,"7,809",41.18,"1,724",762.11,"6,085",557.79,"553,322",557.79,"553,322",0.00,0,45535.79,"3,712,457",45687.32,"12,515,324",45129.53,"11,962,002",32494.77,"1,006,256",2563.99,"191,178",29930.78,"815,078",3056.11,"5,643,314",731.65,"3,456,451",2324.46,"2,186,863",5252.69,"255,533",5.09,258,5222.47,"254,397",25.13,878,22.06,133,18.85,111,3.20,22,725.35,"21,701",725.35,"21,701",9627.60,-,622.60,-,9005.00,-,12546.32,-,10577.30,-,1969.01,-,2.40,-,2.14,-,0.25,-,5.51,-,45.25,-,40.28,-,978.19,-
,Mar-2021,2.92,"17,383,479",0.91,"11,182,301",0.42,"678,873",0.26,"4,362,390",0.23,"6,141,037",1.95,"5,828,078",0.06,"373,100",202.35,"12,982,215",200.70,"11,427,958",1.65,"1,554,257",37208.51,"4,053,907",1.16,72,1128.83,"11,086",0.00,0,3631.44,"327,236",1648.84,"164,298",3481.39,"3,046,329",27316.85,"504,886",0.94,15,1038.84,"86,505",12.92,346,-,-,920.42,"86,005",105.50,154,5650.32,"139,705",1887.27,"72,319",1012.86,"33,286",874.41,"39,033",3763.05,"67,386",2229.12,"42,816",1533.93,"24,570",5154.57,"21,286",4177.79,"14,683",976.79,"6,603",47.32,"1,666",929.46,"4,937",806.59,"722,031",806.59,"722,031",0.00,0,49858.84,"5,023,434",50061.19,"18,005,649",49254.60,"17,283,617",33082.40,"1,248,779",4852.88,"270,764",28229.52,"978,015",3811.17,"7,950,409",911.96,"4,883,563",2899.20,"3,066,846",6035.78,"285,268",5.92,307,6003.68,"283,955",26.18,"1,007",22.38,119,19.49,114,2.90,5,763.86,"22,276",763.86,"22,276",9602.51,-,620.49,-,8982.02,-,21655.68,-,19753.69,-,1901.99,-,2.39,-,2.14,-,0.25,-,5.43,-,47.20,-,35.70,-,925.22,-
,Feb-2021,2.44,"15,872,384",0.95,"10,901,991",0.47,"681,845",0.24,"3,678,988",0.24,"6,541,158",1.44,"4,629,628",0.05,"340,765",157.70,"9,050,425",156.20,"7,645,510",1.50,"1,404,916",30607.09,"2,919,321",0.92,54,835.54,"4,766",0.00,0,3189.73,"275,230",830.89,"61,364",2821.07,"2,152,844",22928.94,"425,063",0.82,13,861.94,"68,323",9.33,223,-,-,781.43,"68,011",71.18,88,5059.24,"119,331",1613.77,"60,105",863.91,"27,754",749.87,"32,350",3445.46,"59,227",2008.87,"37,414",1436.60,"21,813",4519.77,"18,315",3648.84,"12,717",870.92,"5,598",39.71,"1,323",831.21,"4,275",636.07,"547,109",636.07,"547,109",0.00,0,41684.11,"3,672,400",41841.80,"12,722,825",41205.73,"12,175,716",24372.08,"933,736",2345.81,"186,602",22026.27,"747,134",3282.67,"4,343,633",759.79,"2,279,174",2522.88,"2,064,459",5530.45,"259,249",4.98,253,5502.19,"258,100",23.28,895,21.79,117,19.81,114,1.98,3,656.57,"18,381",656.57,"18,381",9556.49,-,616.47,-,8940.02,-,21556.23,-,19732.43,-,1823.81,-,2.35,-,2.10,-,0.25,-,5.12,-,47.15,-,34.92,-,875.86,-
,Jan-2021,2.32,"15,723,500",0.93,"10,875,915",0.48,"657,843",0.22,"3,848,935",0.24,"6,369,137",1.35,"4,576,570",0.04,"271,015",156.68,"9,170,162",155.07,"7,854,553",1.61,"1,315,609",31708.24,"2,990,835",1.09,65,1224.28,"8,500",0.00,0,3465.52,"288,538",1115.13,"96,681",2874.93,"2,165,869",23027.28,"431,182",0.92,15,928.08,"79,372",10.29,214,-,-,839.08,"79,044",78.71,113,5443.74,"127,894",1744.20,"64,737",926.09,"29,409",818.11,"35,328",3699.54,"63,157",2132.37,"39,189",1567.18,"23,969",4386.66,"19,355",3495.85,"13,451",890.80,"5,904",43.29,"1,647",847.51,"4,257",657.01,"551,207",657.01,"551,207",0.00,0,43123.73,"3,768,662",43280.41,"12,938,824",42623.40,"12,387,618",27644.30,"1,020,313",2571.61,"212,336",25072.69,"807,977",3475.58,"6,545,051",800.47,"4,212,275",2675.11,"2,332,776",5729.97,"267,500",5.04,251,5700.50,"266,315",24.43,934,32.47,137,30.62,135,1.84,2,777.16,"21,700",777.16,"21,700",9491.63,-,610.98,-,8880.65,-,21212.16,-,19461.04,-,1751.11,-,2.34,-,2.09,-,0.25,-,5.12,-,46.55,-,33.60,-,805.89,-
,Dec-2020,2.62,"15,757,032",1.00,"10,816,866",0.51,"772,886",0.25,"4,089,804",0.24,"5,954,176",1.58,"4,651,382",0.04,"288,785",163.48,"10,659,120",161.72,"9,058,136",1.75,"1,600,984",31735.79,"3,393,355",1.03,61,1018.90,"8,180",0.00,0,3556.93,"292,325",1741.20,"118,309",3076.15,"2,558,304",22341.58,"416,176",0.88,14,922.53,"81,871",8.90,187,-,-,840.43,"81,576",73.21,108,5502.88,"128,665",1737.79,"63,487",914.20,"28,961",823.59,"34,526",3765.09,"65,178",2165.50,"39,437",1599.59,"25,741",4337.56,"18,190",3521.48,"13,392",816.08,"4,798",45.26,"1,250",770.81,"3,547",719.40,"618,015",719.40,"618,015",0.00,0,43218.17,"4,240,096",43381.65,"14,899,216",42662.25,"14,281,201",25296.64,"901,655",2183.03,"174,603",23113.62,"727,052",3508.31,"6,671,575",799.18,"4,135,189",2709.13,"2,536,385",5676.29,"266,709",5.01,246,5646.77,"265,569",24.51,893,39.89,149,34.53,142,5.37,6,715.03,"19,671",715.03,"19,671",9460.57,-,603.97,-,8856.60,-,20819.06,-,19156.35,-,1662.71,-,2.33,-,2.08,-,0.25,-,4.97,-,45.85,-,32.00,-,752.31,-
,Nov-2020,2.45,"10,692,192",0.79,"6,942,678",0.48,"727,023",0.12,"1,762,647",0.19,"4,453,008",1.64,"3,625,849",0.02,"123,665",137.80,"7,987,655",136.13,"6,802,206",1.67,"1,185,449",30270.13,"2,986,292",0.93,54,927.29,"4,400",0.00,0,3391.14,"276,459",1114.39,"96,127",2734.10,"2,218,252",22102.28,"390,999",0.91,15,944.24,"78,709",9.39,181,-,-,869.63,"78,433",65.22,96,5428.32,"130,239",1662.58,"62,350",874.82,"30,495",787.76,"31,855",3765.75,"67,889",2112.56,"42,289",1653.18,"25,600",4194.10,"16,811",3420.83,"12,820",773.27,"3,991",39.70,"1,114",733.57,"2,877",596.35,"494,300",596.35,"494,300",0.00,0,41433.13,"3,706,351",41570.93,"11,694,006",40974.58,"11,199,706",24288.77,"822,100",2191.98,"165,155",22096.79,"656,945",3118.37,"5,633,907",707.08,"3,543,436",2411.29,"2,090,471",5883.93,"277,940",4.64,231,5853.66,"276,797",25.63,912,37.91,143,32.33,137,5.58,6,684.78,"18,820",684.78,"18,820",9528.15,-,601.13,-,8927.02,-,20443.15,-,18857.67,-,1585.48,-,2.34,-,2.09,-,0.25,-,4.97,-,45.77,-,30.46,-,697.82,-
,Oct-2020,2.44,"12,416,671",1.06,"8,849,617",0.61,"900,488",0.27,"4,108,317",0.18,"3,840,812",1.36,"3,435,633",0.02,"131,420",138.22,"8,496,046",136.54,"7,226,105",1.68,"1,269,941",28646.32,"2,993,166",1.02,57,961.85,"5,531",0.00,0,3189.72,"274,645",1015.89,"91,438",2761.65,"2,235,389",20716.19,"386,107",0.97,16,920.15,"79,305",10.55,192,-,-,848.34,"79,022",61.26,91,5650.70,"133,792",1718.03,"64,652",818.33,"26,956",899.70,"37,696",3932.66,"69,141",1983.98,"37,110",1948.68,"32,031",4591.52,"17,911",3639.88,"13,827",951.64,"4,084",37.12,"1,045",914.52,"3,039",643.08,"524,090",643.08,"524,090",0.00,0,40451.77,"3,748,265",40589.98,"12,244,310",39946.90,"11,720,220",22801.51,"798,327",2103.09,"158,841",20698.41,"639,486",3289.46,"5,502,800",731.93,"3,398,795",2557.52,"2,104,005",5656.39,"268,881",4.85,240,5626.50,"267,747",25.04,893,34.11,134,29.24,129,4.87,5,720.69,"18,354",720.69,"18,354",9335.85,-,594.20,-,8741.65,-,20143.54,-,18578.62,-,1564.92,-,2.34,-,2.10,-,0.24,-,4.90,-,45.81,-,26.05,-,657.45,-
,Sep-2020,2.70,"13,397,758",1.08,"9,021,412",0.61,"881,023",0.29,"4,115,039",0.19,"4,025,350",1.60,"4,238,877",0.03,"137,470",130.11,"9,489,066",128.49,"7,993,814",1.61,"1,495,252",25506.72,"2,817,733",0.96,51,1059.85,"6,243",0.00,0,2796.08,"248,662",1179.89,"68,231",2468.27,"2,165,515",18001.67,"329,032",0.89,14,926.42,"78,240",15.28,205,-,-,857.43,"77,958",53.71,77,4994.52,"106,500",1486.71,"51,134",713.37,"21,986",773.33,"29,148",3507.81,"55,366",1758.83,"30,422",1748.98,"24,944",4625.96,"16,683",3616.58,"13,258",1009.37,"3,425",32.50,910,976.87,"2,515",612.71,"485,243",612.63,"485,114",0.08,128,36666.32,"3,504,399",36796.42,"12,993,465",36183.72,"12,508,222",20994.76,"705,945",1907.83,"145,416",19086.93,"560,529",3107.21,"5,619,467",711.68,"3,477,659",2395.53,"2,141,807",5065.50,"241,222",4.36,217,5038.61,"240,205",22.53,801,33.62,123,29.39,118,4.23,5,717.65,"17,096",717.65,"17,096",9241.29,-,586.94,-,8654.35,-,19960.47,-,18287.99,-,1672.48,-,2.34,-,2.10,-,0.24,-,4.62,-,44.23,-,22.99,-,604.07,-
,Aug-2020,2.28,"12,576,300",0.96,"8,614,891",0.52,"867,395",0.27,"3,793,333",0.18,"3,954,162",1.28,"3,749,569",0.03,"211,840",116.77,"7,292,380",115.29,"6,382,552",1.49,"909,828",23968.19,"2,556,879",0.89,46,1196.39,"8,313",0.00,0,2461.25,"235,137",1775.28,"84,523",2346.09,"1,930,552",16188.28,"298,308",0.92,15,857.28,"67,146",19.50,253,-,-,791.81,"66,830",45.96,63,4814.53,"105,081",1425.11,"50,311",659.47,"21,001",765.64,"29,310",3389.42,"54,770",1647.47,"29,525",1741.95,"25,245",4903.41,"16,072",3967.82,"13,000",935.59,"3,072",29.20,737,906.39,"2,335",519.84,"425,462",519.73,"425,252",0.11,210,35063.25,"3,170,640",35180.02,"10,463,020",34660.18,"10,037,558",19962.77,"678,278",1736.72,"140,148",18226.05,"538,130",2932.34,"5,072,663",670.88,"3,239,825",2261.45,"1,832,837",4858.71,"236,446",3.66,184,4834.50,"235,549",20.55,713,32.48,134,27.89,129,4.60,5,814.30,"19,513",814.30,"19,513",9132.03,-,578.31,-,8553.73,-,20134.06,-,18482.49,-,1651.58,-,2.33,-,2.09,-,0.24,-,4.41,-,43.55,-,22.99,-,-,-
,Jul-2020,2.52,"14,102,229",1.22,"9,407,660",0.73,"1,146,554",0.29,"4,098,668",0.20,"4,162,438",1.28,"4,544,294",0.02,"150,275",124.76,"8,335,279",123.22,"7,137,945",1.55,"1,197,334",21832.43,"2,587,407",0.86,45,1182.38,"8,976",0.00,0,2220.99,"225,775",1053.63,"98,960",2401.03,"1,963,113",14973.54,"290,538",0.91,15,855.71,"68,356",15.96,216,-,-,801.08,"68,083",38.67,56,4481.59,"95,883",1319.66,"45,558",601.63,"20,107",718.03,"25,451",3161.93,"50,325",1461.94,"25,821",1699.99,"24,504",3987.42,"15,521",3205.59,"12,892",781.83,"2,629",24.49,628,757.34,"2,002",532.38,"434,072",532.24,"433,799",0.14,272,31689.54,"3,201,239",31814.30,"11,536,518",31281.92,"11,102,447",17345.05,"639,099",1574.09,"130,562",15770.96,"508,536",2981.50,"4,978,552",716.10,"3,032,406",2265.41,"1,946,146",4683.98,"232,074",3.29,167,4661.48,"231,210",19.20,697,33.57,136,30.67,132,2.90,3,743.41,"17,469",743.41,"17,469",9099.87,-,576.32,-,8523.55,-,19272.63,-,17749.31,-,1523.32,-,2.34,-,2.10,-,0.24,-,4.40,-,43.57,-,22.37,-,-,-
,Jun-2020,2.23,"13,383,223",1.01,"9,590,341",0.54,"928,567",0.27,"4,244,619",0.21,"4,417,155",1.19,"3,658,697",0.02,"134,185",119.68,"8,651,978",118.09,"7,641,700",1.59,"1,010,278",20341.73,"2,499,470",0.89,47,1371.10,"11,767",0.00,0,1989.12,"206,951",1337.29,"112,285",2274.01,"1,906,586",13369.31,"261,835",0.85,15,837.03,"70,703",14.67,186,-,-,788.94,"70,492",33.42,25,4250.89,"90,484",1248.55,"42,773",588.58,"19,293",659.97,"23,479",3002.34,"47,711",1475.38,"25,788",1526.95,"21,923",3546.66,"14,494",2905.68,"12,132",640.98,"2,362",35.36,710,605.62,"1,652",496.69,"401,666",496.38,"401,441",0.32,225,29472.99,"3,076,817",29592.67,"11,728,795",29095.98,"11,327,129",16246.12,"600,934",1424.08,"118,981",14822.05,"481,953",2672.21,"5,640,531",597.86,"3,635,373",2074.35,"2,005,157",4713.16,"229,517",3.23,163,4695.03,"228,733",14.91,620,29.42,116,27.82,114,1.60,3,990.75,"19,749",990.75,"19,749",9027.03,-,572.89,-,8454.14,-,19008.07,-,17553.64,-,1454.43,-,2.34,-,2.10,-,0.24,-,4.10,-,43.26,-,21.51,-,-,-
,May-2020,1.71,"10,829,793",0.94,"7,785,920",0.56,"1,010,178",0.21,"3,130,998",0.18,"3,644,744",0.75,"2,934,498",0.01,"109,375",90.04,"7,041,869",88.68,"6,225,396",1.36,"816,473",18091.87,"2,018,057",0.87,41,1154.21,"14,245",0.00,0,1666.80,"169,402",995.63,"134,229",1929.39,"1,481,750",12344.97,"218,392",0.75,14,672.90,"50,962",13.40,159,-,-,640.09,"50,767",19.41,36,3687.68,"70,209",1028.86,"32,225",432.30,"13,470",596.56,"18,755",2658.82,"37,984",1121.15,"18,814",1537.67,"19,170",3032.04,"12,808",2532.24,"11,080",499.80,"1,729",40.82,551,458.98,"1,177",306.77,"260,227",306.50,"260,012",0.27,215,25791.26,"2,412,264",25881.30,"9,454,133",25574.53,"9,193,906",14680.20,"487,019",1264.83,"94,566",13415.37,"392,453",2198.14,"4,792,790",516.13,"3,228,157",1682.02,"1,564,633",4076.30,"195,921",2.76,141,4058.60,"195,283",14.94,496,36.25,116,36.06,116,0.19,1,1000.69,"17,929",1000.69,"17,929",8925.29,-,571.80,-,8353.49,-,18794.15,-,17300.77,-,1493.38,-,2.34,-,2.10,-,0.24,-,3.98,-,43.22,-,20.59,-,-,-
,Apr-2020,1.34,"9,808,581",0.70,"6,644,724",0.38,"779,511",0.17,"2,517,435",0.16,"3,347,778",0.63,"3,030,887",0.01,"132,970",54.35,"6,443,653",53.35,"5,612,493",1.00,"831,161",17950.71,"1,687,803",0.69,29,2312.36,"18,996",0.00,0,1224.75,"121,141",2657.38,"90,089",1759.79,"1,306,406",9995.74,"151,141",0.70,11,691.42,"56,029",20.66,217,-,-,667.06,"55,805",3.70,7,2822.19,"44,015",768.53,"20,765",283.26,"8,052",485.27,"12,713",2053.66,"23,250",676.32,"9,005",1377.34,"14,245",2086.01,"9,648",1841.26,"8,693",244.75,956,38.21,313,206.54,642,176.82,"163,685",176.57,"163,487",0.25,197,23727.16,"1,961,180",23781.50,"8,404,833",23604.69,"8,241,148",11319.10,"365,027",1064.77,"73,416",10254.33,"291,611",1726.50,"4,426,861",385.68,"3,081,555",1340.82,"1,345,305",2949.90,"129,098",3.68,159,2935.26,"128,560",10.97,379,40.87,111,35.67,105,5.21,5,875.54,"14,462",875.54,"14,462",8868.07,-,573.60,-,8294.47,-,18342.76,-,17150.44,-,1192.32,-,2.34,-,2.10,-,0.24,-,3.90,-,43.91,-,20.19,-,-,-
,Mar-2020,3.14,"13,808,922",1.27,"8,427,404",0.86,"1,306,083",0.23,"3,096,901",0.19,"4,024,420",1.82,"5,034,489",0.04,"347,030",118.95,"12,047,221",117.06,"10,368,946",1.89,"1,678,274",19635.40,"2,829,140",0.66,36,1239.58,"7,902",0.00,0,2168.23,"201,962",1134.79,"129,113",2623.70,"2,283,665",12468.45,"206,462",0.68,12,282.97,"34,269",8.88,141,-,0,256.21,"34,095",17.88,33,5246.70,"98,783",1638.57,"50,574",900.64,"26,656",737.93,"23,918",3608.13,"48,209",1925.25,"27,238",1682.88,"20,971",3982.85,"15,341",3178.60,"13,111",804.25,"2,229",81.02,"1,021",723.23,"1,209",710.34,"565,315",710.01,"565,046",0.33,269,29858.26,"3,542,848",29977.21,"15,590,068",29266.86,"15,024,754",13830.33,"520,199",1287.27,"109,624",12543.06,"410,575",2807.67,"6,177,461",650.37,"3,952,900",2157.30,"2,224,562",5440.02,"248,574",7.54,360,5409.61,"247,429",22.87,785,33.69,110,30.55,105,3.14,5,344.98,"9,993",344.98,"9,993",8863.07,-,577.45,-,8285.62,-,18251.64,-,17032.85,-,1218.79,-,2.34,-,2.11,-,0.24,-,4.12,-,44.34,-,20.28,-,-,-
